birthPlaceCountry,countryOfIncorporation,countryOfResidency,deathTime,firstName,isActive,lastName,legalName,listedCompany,maritalStatus,middleName,name,nameAlias,nationality,occupation,organizationSymbol,partyId,partyType,sourceOfIncome,title,website,gender,homePhone,alternatePhone,cellPhone,primaryPhone,workPhone,alternateEmail,companyEmail,personalEmail,workEmail,isIndividual
US,US,US,,,,,,,,,,,US,,,627,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,628,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,634,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,636,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,638,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,639,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,640,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,643,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,645,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,646,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,652,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,653,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,654,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,655,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,657,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,658,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,660,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,661,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,662,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,664,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,665,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,666,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,668,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,669,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,671,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,673,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,676,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,677,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,680,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,682,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,683,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,685,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,687,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,688,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,690,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,695,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,698,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,699,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,706,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,707,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,708,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,709,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,711,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,714,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,717,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,720,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,721,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,723,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,726,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,727,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,728,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,729,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,730,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,733,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,734,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,742,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,743,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,744,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,750,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,752,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,753,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,754,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,757,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,758,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,759,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,760,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,762,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,763,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,764,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,766,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,767,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,768,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,771,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,774,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,779,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,782,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,784,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,788,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,791,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,792,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,793,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,794,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,796,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,798,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,800,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,801,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,805,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,806,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,808,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,809,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,813,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,815,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,816,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,818,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,819,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,820,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,822,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,825,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,826,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,827,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,828,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,829,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,834,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,836,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,838,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,839,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,842,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,843,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,845,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,850,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,854,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,855,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,857,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,858,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,860,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,861,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,869,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,870,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,871,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,872,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,873,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,875,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,877,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,879,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,880,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,881,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,882,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,884,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,889,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,890,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,892,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,894,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,896,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,901,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,903,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,910,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,911,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,913,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,918,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,919,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,920,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,922,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,923,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,925,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,927,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,930,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,931,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,933,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,935,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,936,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,937,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,940,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,941,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,942,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,945,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,947,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,949,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,951,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,952,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,953,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,954,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,955,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,959,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,960,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,962,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,969,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,970,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,973,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,976,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,978,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,980,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,983,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,985,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,986,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,987,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,988,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,990,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,993,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,999,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1001,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1006,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1012,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1014,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1020,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1022,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1024,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1025,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1026,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1027,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1028,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1029,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1032,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1033,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1034,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1035,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1037,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1040,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1041,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1043,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1044,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1047,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1051,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1052,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1053,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1056,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1058,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1059,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1061,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1062,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1063,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1065,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1066,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1067,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1069,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1072,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1073,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1074,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1075,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1079,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1080,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1083,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1084,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1087,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1088,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1091,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1093,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1094,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1095,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1099,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1102,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1104,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1110,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1111,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1112,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1113,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1114,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1118,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1120,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1125,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1126,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1127,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1128,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1129,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1130,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1133,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1135,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1138,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1142,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1144,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1146,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1148,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1149,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1151,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1152,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1153,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1154,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1155,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1157,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1161,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1164,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1166,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1169,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1170,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1172,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1174,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1177,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1178,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1179,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1182,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1184,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1185,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1189,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1192,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1194,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1195,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1196,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1198,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1199,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1200,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1202,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1209,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1211,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1212,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1213,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1217,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1219,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1220,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1223,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1227,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1229,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1230,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1232,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1235,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1236,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1237,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1238,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1239,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1243,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1245,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1250,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1251,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1254,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1258,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1259,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1260,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1261,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1264,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1266,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1267,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1271,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1272,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1273,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1276,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1278,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1279,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1281,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1285,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1286,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1288,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1289,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1291,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1292,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1293,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1294,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1300,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1302,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1303,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1304,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1306,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1307,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1309,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1311,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1313,Organization,,,,,,,,,,,,,,False
